pair_id,band,paradigm,source_index,source_pair_id,prefix,suffix,good_verb,bad_verb,sentence_good,sentence_bad,source_bad_verb,selected_pair_id,good_whole_lp,good_verb_lp,good_suffix_lp,good_by_lp,good_n_scored_tokens,good_verb_tokens,bad_whole_lp,bad_verb_lp,bad_suffix_lp,bad_by_lp,bad_n_scored_tokens,bad_verb_tokens,whole_margin,verb_margin,suffix_margin,by_margin,correct
head/passive_1/143,head,passive_1,143,143,Families aren't , by most statutes.,introduced,arrived,Families aren't introduced by most statutes.,Families aren't arrived by most statutes.,competed,head/passive_1/introduce/was,-52.02691429853439,-9.213095664978027,-24.3394638299942,-3.4864840507507324,8,1,-58.1292330622673,-10.994345664978027,-28.660532593727112,-4.785015106201172,8,1,6.10231876373291,1.78125,4.32106876373291,1.2985310554504395,1
head/passive_1/157,head,passive_1,157,157,Some gentleman wasn't , by many appliances.,introduced,arrived,Some gentleman wasn't introduced by many appliances.,Some gentleman wasn't arrived by many appliances.,lied,head/passive_1/introduce/was,-58.98478002846241,-9.072422981262207,-28.611783862113953,-4.180746555328369,8,1,-59.21042473614216,-10.728672981262207,-27.1811785697937,-4.398914337158203,8,1,0.22564470767974854,1.65625,-1.4306052923202515,0.21816778182983398,1
head/passive_1/158,head,passive_1,158,158,A lot of fools aren't , by a builder.,summed,competed,A lot of fools aren't summed by a builder.,A lot of fools aren't competed by a builder.,complained,head/passive_1/sum/was,-66.65333051979542,-15.572569847106934,-25.764758348464966,-6.5435662269592285,10,1,-59.20682509243488,-13.775694847106934,-20.11512792110443,-3.561927318572998,10,1,-7.446505427360535,-1.796875,-5.649630427360535,-2.9816389083862305,0
head/passive_1/171,head,passive_1,171,171,Margaret isn't , by the parsons.,robbed,belonged,Margaret isn't robbed by the parsons.,Margaret isn't belonged by the parsons.,arrived,head/passive_1/rob/was,-42.2549996227026,-12.924103736877441,-18.123101234436035,-3.0647335052490234,9,1,-48.5151052325964,-15.595978736877441,-21.711331844329834,-5.62900447845459,9,1,6.260105609893799,2.671875,3.588230609893799,2.5642709732055664,1
head/passive_1/189,head,passive_1,189,189,Every fraternity wasn't , by most fools.,earned,occurred,Every fraternity wasn't earned by most fools.,Every fraternity wasn't occurred by most fools.,lied,head/passive_1/earn/was,-57.478303015232086,-11.322893142700195,-25.25046408176422,-1.7209392786026,9,1,-59.83598870038986,-15.033830642700195,-23.897212266921997,-3.7796742916107178,9,1,2.357685685157776,3.7109375,-1.3532518148422241,2.0587350130081177,1
head/passive_1/201,head,passive_1,201,201,A vegetarian wasn't , by most writers' piano teacher.,robbed,belonged,A vegetarian wasn't robbed by most writers' piano teacher.,A vegetarian wasn't belonged by most writers' piano teacher.,progressed,head/passive_1/rob/was,-79.16164994239807,-12.952154159545898,-44.39840054512024,-2.953582763671875,11,1,-79.70357954502106,-15.444341659545898,-42.448142647743225,-4.697980880737305,11,1,0.5419296026229858,2.4921875,-1.9502578973770142,1.7443981170654297,1
head/passive_1/213,head,passive_1,213,213,All airports weren't , by this chorus.,exhibited,proceeded,All airports weren't exhibited by this chorus.,All airports weren't proceeded by this chorus.,vanished,head/passive_1/exhibit/was,-56.17805176973343,-12.864128112792969,-22.95750594139099,-4.170674800872803,8,1,-54.83394819498062,-14.176628112792969,-20.300902366638184,-1.4934182167053223,8,1,-1.3441035747528076,1.3125,-2.6566035747528076,-2.6772565841674805,0
head/passive_1/239,head,passive_1,239,239,This dude wasn't , by the theory.,defended,participated,This dude wasn't defended by the theory.,This dude wasn't participated by the theory.,replied,head/passive_1/defend/was,-47.148082584142685,-13.390117645263672,-15.871001601219177,-1.4629145860671997,8,1,-49.818272203207016,-15.725078582763672,-16.20623028278351,-3.4092085361480713,8,1,2.670189619064331,2.3349609375,0.33522868156433105,1.9462939500808716,1
head/passive_1/247,head,passive_1,247,247,These recruits are , by Jesus.,imposed,emerged,These recruits are imposed by Jesus.,These recruits are emerged by Jesus.,competed,head/passive_1/impose/was,-39.64060592651367,-13.27765941619873,-12.781756162643433,-1.8805880546569824,6,1,-44.999571084976196,-14.45734691619873,-16.961033821105957,-4.063586235046387,6,1,5.358965158462524,1.1796875,4.179277658462524,2.1829981803894043,1
head/passive_1/250,head,passive_1,250,250,Those princes are , by the settlers.,included,happened,Those princes are included by the settlers.,Those princes are happened by the settlers.,struggled,head/passive_1/include/was,-44.202829122543335,-9.510299682617188,-19.91092824935913,-4.499253273010254,7,1,-50.59611940383911,-14.033737182617188,-21.780781030654907,-3.087739944458008,7,1,6.393290281295776,4.5234375,1.8698527812957764,-1.411513328552246,1
head/passive_1/258,head,passive_1,258,258,The wizards weren't , by this offer.,robbed,belonged,The wizards weren't robbed by this offer.,The wizards weren't belonged by this offer.,competed,head/passive_1/rob/was,-49.999708995223045,-11.76728630065918,-18.099193453788757,-3.0090909004211426,9,1,-57.17057226598263,-16.21906852722168,-20.81827449798584,-4.496748924255371,9,1,7.1708632707595825,4.4517822265625,2.7190810441970825,1.4876580238342285,1
head/passive_1/273,head,passive_1,273,273,A mouth was , by some queer.,scored,remained,A mouth was scored by some queer.,A mouth was remained by some queer.,progressed,head/passive_1/score/was,-50.610909938812256,-8.864288330078125,-27.135254859924316,-2.5028867721557617,7,1,-54.19191312789917,-12.786163330078125,-26.79438304901123,-6.340538024902344,7,1,3.581003189086914,3.921875,-0.34087181091308594,3.837651252746582,1
head/passive_1/277,head,passive_1,277,277,The satellite is , by those advisors.,included,happened,The satellite is included by those advisors.,The satellite is happened by those advisors.,existed,head/passive_1/include/was,-51.11880540847778,-8.717985153198242,-29.40125608444214,-5.719574451446533,7,1,-56.42776536941528,-16.397672653198242,-27.03052854537964,-3.715406656265259,7,1,5.3089599609375,7.6796875,-2.3707275390625,-2.0041677951812744,1
head/passive_1/285,head,passive_1,285,285,A researcher is , by a lot of protesters.,scored,remained,A researcher is scored by a lot of protesters.,A researcher is remained by a lot of protesters.,replied,head/passive_1/score/was,-54.65181864798069,-11.40950870513916,-29.113343611359596,-2.559185028076172,9,1,-54.58360840380192,-14.42513370513916,-26.029508367180824,-5.142429351806641,9,1,-0.06821024417877197,3.015625,-3.083835244178772,2.5832443237304688,0
head/passive_1/293,head,passive_1,293,293,A stray is , by the haters.,celebrated,replied,A stray is celebrated by the haters.,A stray is replied by the haters.,vanished,head/passive_1/celebrate/was,-45.968704640865326,-11.132278442382812,-16.66781085729599,-2.7280538082122803,8,1,-48.26043486595154,-12.429153442382812,-17.662666082382202,-2.5390563011169434,8,1,2.291730225086212,1.296875,0.9948552250862122,-0.18899750709533691,1
head/passive_1/315,head,passive_1,315,315,This defeated is , by this party.,imposed,emerged,This defeated is imposed by this party.,This defeated is emerged by this party.,reacted,head/passive_1/impose/was,-46.76696419715881,-10.294204711914062,-15.504271745681763,-1.2989927530288696,7,1,-51.33187174797058,-13.942642211914062,-16.42074179649353,-3.0297915935516357,7,1,4.564907550811768,3.6484375,0.9164700508117676,1.7307988405227661,1
head/passive_1/327,head,passive_1,327,327,Many vampires were , by this hostile.,hosted,existed,Many vampires were hosted by this hostile.,Many vampires were existed by this hostile.,remarked,head/passive_1/host/was,-49.432344134896994,-10.666910171508789,-22.133527874946594,-1.0807148218154907,8,1,-54.579618986696005,-12.354410171508789,-25.593302726745605,-3.9490466117858887,8,1,5.147274851799011,1.6875,3.4597748517990112,2.868331789970398,1
head/passive_1/332,head,passive_1,332,332,A lot of volunteers were , by some liberals.,leased,apologized,A lot of volunteers were leased by some liberals.,A lot of volunteers were apologized by some liberals.,struggled,head/passive_1/lease/was,-56.23805524408817,-14.3426513671875,-22.3315908908844,-2.4477055072784424,9,1,-54.65483357012272,-15.8739013671875,-19.217119216918945,-3.4349703788757324,9,1,-1.583221673965454,1.53125,-3.114471673965454,0.98726487159729,0
head/passive_1/333,head,passive_1,333,333,Some multitude was , by Karen.,summed,competed,Some multitude was summed by Karen.,Some multitude was competed by Karen.,reacted,head/passive_1/sum/was,-51.649715423583984,-11.805220603942871,-20.53062391281128,-4.38992977142334,6,1,-51.92288160324097,-13.492720603942871,-19.11629009246826,-3.071758270263672,6,1,0.2731661796569824,1.6875,-1.4143338203430176,-1.318171501159668,1
head/passive_1/336,head,passive_1,336,336,Some millionaire wasn't , by a lot of princes.,leased,apologized,Some millionaire wasn't leased by a lot of princes.,Some millionaire wasn't apologized by a lot of princes.,existed,head/passive_1/lease/was,-59.247907519340515,-13.312518119812012,-23.08061209321022,-3.7100725173950195,11,1,-62.510214418172836,-15.541033744812012,-24.11440336704254,-6.083299160003662,11,1,3.262306898832321,2.228515625,1.0337912738323212,2.3732266426086426,1
head/passive_1/340,head,passive_1,340,340,A military was , by that contingent.,measured,laughed,A military was measured by that contingent.,A military was laughed by that contingent.,testified,head/passive_1/measure/was,-49.93544352054596,-10.327433586120605,-22.91865885257721,-1.3173497915267944,7,1,-53.673096776008606,-11.733683586120605,-25.250062108039856,-6.433554172515869,7,1,3.7376532554626465,1.40625,2.3314032554626465,5.116204380989075,1
head/passive_1/351,head,passive_1,351,351,That provincial wasn't , by Christopher.,rated,resulted,That provincial wasn't rated by Christopher.,That provincial wasn't resulted by Christopher.,struggled,head/passive_1/rate/was,-52.38387078046799,-11.22960376739502,-17.946311950683594,-2.9304137229919434,7,1,-55.79643505811691,-15.17491626739502,-17.41356372833252,-2.8154561519622803,7,1,3.412564277648926,3.9453125,-0.5327482223510742,-0.11495757102966309,1
head/passive_1/352,head,passive_1,352,352,The masters are , by the roar.,exhibited,proceeded,The masters are exhibited by the roar.,The masters are proceeded by the roar.,screamed,head/passive_1/exhibit/was,-49.79182147979736,-12.518359184265137,-23.356285095214844,-4.012170791625977,7,1,-47.311880230903625,-14.080859184265137,-19.313843846321106,-1.3364008665084839,7,1,-2.479941248893738,1.5625,-4.042441248893738,-2.6757699251174927,0
head/passive_1/354,head,passive_1,354,354,That boyfriend was , by all heirs.,imposed,emerged,That boyfriend was imposed by all heirs.,That boyfriend was emerged by all heirs.,lied,head/passive_1/impose/was,-56.10374569892883,-13.16910171508789,-26.922810792922974,-2.6649515628814697,7,1,-58.50062894821167,-15.13785171508789,-27.35094404220581,-4.662812232971191,7,1,2.396883249282837,1.96875,0.4281332492828369,1.9978606700897217,1
head/passive_1/359,head,passive_1,359,359,All rejects weren't , by a lot of cubs.,measured,laughed,All rejects weren't measured by a lot of cubs.,All rejects weren't laughed by a lot of cubs.,lied,head/passive_1/measure/was,-64.97826348245144,-9.920622825622559,-25.579990297555923,-2.769662380218506,11,1,-67.02254439890385,-10.576872825622559,-26.96802121400833,-6.455129623413086,11,1,2.044280916452408,0.65625,1.3880309164524078,3.68546724319458,1
head/passive_1/393,head,passive_1,393,393,All actors weren't , by all specials.,introduced,arrived,All actors weren't introduced by all specials.,All actors weren't arrived by all specials.,struggled,head/passive_1/introduce/was,-50.61173090338707,-7.566418647766113,-26.01483142375946,-2.7887063026428223,9,1,-54.18925425410271,-13.113293647766113,-24.045479774475098,-4.544797420501709,9,1,3.577523350715637,5.546875,-1.9693516492843628,1.7560911178588867,1
head/passive_1/405,head,passive_1,405,405,That wheat isn't , by those strangers.,hated,listened,That wheat isn't hated by those strangers.,That wheat isn't listened by those strangers.,proceeded,head/passive_1/hate/was,-51.3634130358696,-10.716608047485352,-20.58533215522766,-1.7483675479888916,8,1,-57.8557123541832,-12.622858047485352,-25.17138147354126,-7.420492172241211,8,1,6.492299318313599,1.90625,4.586049318313599,5.672124624252319,1
head/passive_1/447,head,passive_1,447,447,Most businessmen aren't , by Rachel.,defended,participated,Most businessmen aren't defended by Rachel.,Most businessmen aren't participated by Rachel.,progressed,head/passive_1/defend/was,-46.190156280994415,-12.865967750549316,-16.565114229917526,-0.4606878459453583,8,1,-50.441260904073715,-14.936280250549316,-18.745906352996826,-3.3322198390960693,8,1,4.2511046230793,2.0703125,2.1807921230793,2.871531993150711,1
head/passive_1/452,head,passive_1,452,452,Some educator was , by a patrol.,measured,laughed,Some educator was measured by a patrol.,Some educator was laughed by a patrol.,vanished,head/passive_1/measure/was,-48.82306548953056,-10.545083999633789,-21.101272583007812,-2.3112854957580566,8,1,-52.64544054865837,-10.295083999633789,-25.17364764213562,-5.900757789611816,8,1,3.8223750591278076,-0.25,4.072375059127808,3.5894722938537598,1
head/passive_1/454,head,passive_1,454,454,Some pumpkin wasn't , by every slain.,summed,competed,Some pumpkin wasn't summed by every slain.,Some pumpkin wasn't competed by every slain.,occurred,head/passive_1/sum/was,-68.95495253801346,-15.07486629486084,-30.000529766082764,-5.630780220031738,8,1,-64.39245182275772,-13.07486629486084,-27.438029050827026,-3.616964101791382,8,1,-4.562500715255737,-2.0,-2.5625007152557373,-2.0138161182403564,0
head/passive_1/461,head,passive_1,461,461,A shifting wasn't , by ranks.,crowned,objected,A shifting wasn't crowned by ranks.,A shifting wasn't objected by ranks.,lied,head/passive_1/crown/was,-53.89571398496628,-13.891295433044434,-15.858121156692505,-1.9278405904769897,7,1,-59.60209006071091,-12.828795433044434,-22.626997232437134,-6.5202813148498535,7,1,5.706376075744629,-1.0625,6.768876075744629,4.592440724372864,1
head/passive_1/464,head,passive_1,464,464,This activist was , by a lover.,insured,vanished,This activist was insured by a lover.,This activist was vanished by a lover.,remained,head/passive_1/insure/was,-47.892091512680054,-11.833332061767578,-20.20217752456665,-1.2844717502593994,7,1,-49.41431736946106,-14.700519561767578,-18.857215881347656,-4.313359260559082,7,1,1.5222258567810059,2.8671875,-1.3449616432189941,3.0288875102996826,1
head/passive_1/477,head,passive_1,477,477,The benedict wasn't , by politicians.,imposed,emerged,The benedict wasn't imposed by politicians.,The benedict wasn't emerged by politicians.,vanished,head/passive_1/impose/was,-47.86755307018757,-12.079723358154297,-11.619233012199402,-2.170766830444336,9,1,-55.923523619771004,-13.962535858154297,-17.792391061782837,-4.825679779052734,9,1,8.055970549583435,1.8828125,6.173158049583435,2.6549129486083984,1
head/passive_1/480,head,passive_1,480,480,Some fleet is , by an induction.,sent,died,Some fleet is sent by an induction.,Some fleet is died by an induction.,replied,head/passive_1/send/was,-51.62617635726929,-7.757789611816406,-24.560558319091797,-3.589780807495117,7,1,-56.08863663673401,-13.734352111816406,-23.04645609855652,-4.06641960144043,7,1,4.462460279464722,5.9765625,-1.5141022205352783,0.4766387939453125,1
head/passive_1/481,head,passive_1,481,481,Those observers were , by most teens' nephew.,rated,resulted,Those observers were rated by most teens' nephew.,Those observers were resulted by most teens' nephew.,laughed,head/passive_1/rate/was,-69.14980792999268,-11.225214004516602,-45.338958740234375,-2.211691379547119,9,1,-71.03913521766663,-15.127557754516602,-43.325942277908325,-3.147066116333008,9,1,1.8893272876739502,3.90234375,-2.01301646232605,0.9353747367858887,1
head/passive_1/484,head,passive_1,484,484,Cindy was , by every millionaire.,included,happened,Cindy was included by every millionaire.,Cindy was happened by every millionaire.,screamed,head/passive_1/include/was,-49.91298949718475,-8.685258865356445,-27.774475932121277,-5.233086109161377,8,1,-53.810551166534424,-14.833696365356445,-25.523600101470947,-3.428622245788574,8,1,3.8975616693496704,6.1484375,-2.2508758306503296,-1.8044638633728027,1
head/passive_1/486,head,passive_1,486,486,Some users weren't , by that philosopher.,confronted,testified,Some users weren't confronted by that philosopher.,Some users weren't testified by that philosopher.,responded,head/passive_1/confront/was,-50.46997454762459,-12.04762077331543,-22.122851371765137,-1.8500385284423828,8,1,-54.4608853161335,-16.05152702331543,-22.109855890274048,-2.8025271892547607,8,1,3.990910768508911,4.00390625,-0.012995481491088867,0.9524886608123779,1
head/passive_1/497,head,passive_1,497,497,Some suppliers aren't , by every supplier's boss.,imposed,emerged,Some suppliers aren't imposed by every supplier's boss.,Some suppliers aren't emerged by every supplier's boss.,remarked,head/passive_1/impose/was,-57.944353222846985,-12.966719627380371,-27.011824369430542,-1.9025511741638184,10,1,-64.02119982242584,-14.521407127380371,-31.5339834690094,-4.824670791625977,10,1,6.076846599578857,1.5546875,4.522159099578857,2.922119617462158,1
head/passive_1/529,head,passive_1,529,529,Some dear was , by that father of some paranoid.,sent,died,Some dear was sent by that father of some paranoid.,Some dear was died by that father of some paranoid.,lied,head/passive_1/send/was,-64.94719517230988,-6.240580081939697,-42.8367520570755,-3.5118818283081055,10,1,-68.78344857692719,-10.240579605102539,-42.67300593852997,-3.734346866607666,10,1,3.8362534046173096,3.999999523162842,-0.16374611854553223,0.22246503829956055,1
head/passive_1/530,head,passive_1,530,530,That association is , by Dawn.,hosted,existed,That association is hosted by Dawn.,That association is existed by Dawn.,reacted,head/passive_1/host/was,-37.371403992176056,-9.613078117370605,-14.933623850345612,-0.9480789303779602,6,1,-43.33869504928589,-11.613078117370605,-18.900914907455444,-2.361790895462036,6,1,5.967291057109833,2.0,3.9672910571098328,1.413711965084076,1
head/passive_1/536,head,passive_1,536,536,All lawyers are , by those brothers of a lot of siblings.,hosted,existed,All lawyers are hosted by those brothers of a lot of siblings.,All lawyers are existed by those brothers of a lot of siblings.,complained,head/passive_1/host/was,-72.46537233889103,-13.01456069946289,-45.33860684931278,-1.6213997602462769,12,1,-72.98672619462013,-15.55362319946289,-43.320898205041885,-2.984812021255493,12,1,0.5213538557291031,2.5390625,-2.017708644270897,1.3634122610092163,1
head/passive_1/544,head,passive_1,544,544,Jeffrey isn't , by a superintendent.,included,happened,Jeffrey isn't included by a superintendent.,Jeffrey isn't happened by a superintendent.,replied,head/passive_1/include/was,-47.071219742298126,-8.375661849975586,-26.31310725212097,-5.677896022796631,8,1,-50.63290721178055,-13.735036849975586,-24.515419721603394,-4.792932510375977,8,1,3.561687469482422,5.359375,-1.7976875305175781,-0.8849635124206543,1
head/passive_1/549,head,passive_1,549,549,A lot of nurses aren't , by Guy.,leased,apologized,A lot of nurses aren't leased by Guy.,A lot of nurses aren't apologized by Guy.,lied,head/passive_1/lease/was,-54.550433948636055,-14.155532836914062,-18.569075345993042,-2.649317741394043,9,1,-58.46969874203205,-15.343032836914062,-21.300840139389038,-6.284059047698975,9,1,3.919264793395996,1.1875,2.731764793395996,3.6347413063049316,1
head/passive_1/553,head,passive_1,553,553,Every substitute is , by every marine.,targeted,lied,Every substitute is targeted by every marine.,Every substitute is lied by every marine.,vanished,head/passive_1/target/was,-47.04735851287842,-9.691662788391113,-23.20680046081543,-2.2240076065063477,7,1,-53.59886932373047,-12.551037788391113,-26.89893627166748,-5.9323320388793945,7,1,6.551510810852051,2.859375,3.692135810852051,3.708324432373047,1
head/passive_1/554,head,passive_1,554,554,John wasn't , by this councillor.,loaded,responded,John wasn't loaded by this councillor.,John wasn't responded by this councillor.,emerged,head/passive_1/load/was,-45.78052970767021,-10.088922500610352,-26.396531902253628,-4.958083629608154,8,1,-45.49087128043175,-13.073297500610352,-23.122498475015163,-4.025087356567383,8,1,-0.28965842723846436,2.984375,-3.2740334272384644,-0.9329962730407715,0
head/passive_1/560,head,passive_1,560,560,Rose is , by the investment.,included,happened,Rose is included by the investment.,Rose is happened by the investment.,died,head/passive_1/include/was,-35.359108567237854,-8.297839164733887,-21.996833443641663,-5.147459030151367,6,1,-38.68394327163696,-12.704089164733887,-20.91541814804077,-3.2446088790893555,6,1,3.324834704399109,4.40625,-1.0814152956008911,-1.9028501510620117,1
head/passive_1/574,head,passive_1,574,574,That confederate is , by a navy.,rated,resulted,That confederate is rated by a navy.,That confederate is resulted by a navy.,arrived,head/passive_1/rate/was,-50.362053364515305,-11.420526504516602,-21.194342851638794,-3.9049479961395264,9,1,-52.690547436475754,-15.014276504516602,-19.929086923599243,-3.516165256500244,9,1,2.328494071960449,3.59375,-1.2652559280395508,-0.3887827396392822,1
head/passive_1/582,head,passive_1,582,582,Those subscribers' ex-girlfriends aren't , by these drivers.,leased,apologized,Those subscribers' ex-girlfriends aren't leased by these drivers.,Those subscribers' ex-girlfriends aren't apologized by these drivers.,complained,head/passive_1/lease/was,-70.26390405278653,-13.956257820129395,-19.496577620506287,-2.4593591690063477,13,1,-74.61506231408566,-13.596882820129395,-24.20711088180542,-6.995150566101074,13,1,4.351158261299133,-0.359375,4.710533261299133,4.535791397094727,1
head/passive_1/585,head,passive_1,585,585,That buyer was , by many prostitutes' girlfriend.,summed,competed,That buyer was summed by many prostitutes' girlfriend.,That buyer was competed by many prostitutes' girlfriend.,remarked,head/passive_1/sum/was,-72.48226690292358,-13.512503623962402,-41.45901441574097,-6.403966903686523,10,1,-72.20910954475403,-14.207816123962402,-40.49054455757141,-2.722848892211914,10,1,-0.27315735816955566,0.6953125,-0.9684698581695557,-3.6811180114746094,0
head/passive_1/589,head,passive_1,589,589,A witch was , by these teams.,thanked,mattered,A witch was thanked by these teams.,A witch was mattered by these teams.,complained,head/passive_1/thank/was,-49.007495164871216,-11.003132820129395,-22.708269834518433,-1.8829076290130615,7,1,-54.31930756568909,-16.356647491455078,-22.66656756401062,-4.585239410400391,7,1,5.311812400817871,5.353514671325684,-0.0417022705078125,2.702331781387329,1
head/passive_1/622,head,passive_1,622,622,This printer wasn't , by a vendor.,scored,remained,This printer wasn't scored by a vendor.,This printer wasn't remained by a vendor.,vanished,head/passive_1/score/was,-47.575380086898804,-12.013437271118164,-14.154720544815063,-2.075254201889038,8,1,-53.08392000198364,-15.945566177368164,-15.731131553649902,-4.5999298095703125,8,1,5.508539915084839,3.93212890625,1.5764110088348389,2.5246756076812744,1
head/passive_1/635,head,passive_1,635,635,The princes were , by a journalist.,lent,opted,The princes were lent by a journalist.,The princes were opted by a journalist.,remained,head/passive_1/lend/was,-43.59429359436035,-11.58584976196289,-17.134844064712524,-2.1085500717163086,7,1,-47.82773685455322,-15.05069351196289,-17.903443574905396,-3.262639045715332,7,1,4.233443260192871,3.46484375,0.7685995101928711,1.1540889739990234,1
head/passive_1/638,head,passive_1,638,638,A lot of players weren't , by every falcon.,blamed,struggled,A lot of players weren't blamed by every falcon.,A lot of players weren't struggled by every falcon.,laughed,head/passive_1/blame/was,-59.84555883705616,-12.050325393676758,-27.641201555728912,-3.779393434524536,11,1,-62.59798575937748,-15.448762893676758,-26.995190978050232,-3.7539114952087402,11,1,2.7524269223213196,3.3984375,-0.6460105776786804,-0.0254819393157959,1
head/passive_1/641,head,passive_1,641,641,A dessert wasn't , by this teacher.,upgraded,complained,A dessert wasn't upgraded by this teacher.,A dessert wasn't complained by this teacher.,existed,head/passive_1/upgrade/was,-52.03621408343315,-12.81222915649414,-17.47882890701294,-4.285585403442383,8,1,-55.05358824133873,-11.90597915649414,-21.402453064918518,-7.308404922485352,8,1,3.0173741579055786,-0.90625,3.9236241579055786,3.0228195190429688,1
head/passive_1/644,head,passive_1,644,644,Many pals' ex-girlfriends were , by those shareholders.,celebrated,replied,Many pals' ex-girlfriends were celebrated by those shareholders.,Many pals' ex-girlfriends were replied by those shareholders.,complained,head/passive_1/celebrate/was,-64.81140339374542,-9.595413208007812,-23.229796171188354,-2.7602412700653076,12,1,-70.44763958454132,-14.048538208007812,-24.412907361984253,-3.2528235912323,12,1,5.636236190795898,4.453125,1.1831111907958984,0.4925823211669922,1
